순번,질문제목,제목글자수,제목잘림,작성일,답변수,분류,태그,질문 본문,답변 발췌,답변자,링크,제목 신규어(자동완성에 없음)
406,실업급여 부정수급 신고,12,N,2026.09.02.,4,고용보험,"실업급여, 실업급여부정수급, 부정수급",,실업급여 부정수급자를 신고하면 신고자 이름이 노출되나요? 신고하고 싶은데 이름 노출이 꺼려져서요. 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 민승기...,민승기노무사(mm****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494990113&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
407,부당해고 실업급여 신청가능한가요?,18,N,2026.09.02.,4,노동법,"부당해고, 실업급여, 실업급여조건, 부당해고조건",,"부당해고로 실업급여 가능한가요? 어떻게 해야되나요? 제발 도와주세요 지식인 드리겠습니다 !! 1. 해고를 당한 근로자는 실업급여, 해고예고수당, 부당해고 등 구제신청을...",공인노무사 정건(cpla****),https://kin.naver.com/qna/detail.naver?dirId=60222&docId=494992036&answerNo=3&qb=7Iuk7JeF6riJ7Jes,"부당해고, 신청가능한가요"
408,실업급여4차 면접방문 합격통보,16,N,2026.09.02.,4,고용보험,,,실업급여에서 입사지원·면접이 인정되는 기준과 형식적 구직활동으로 보는 경우를 아래에 같이 정리해두었으니 4차 제출 전에 확인해보세요.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494993045&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"실업급여4차, 면접방문, 합격통보"
409,실업급여 질문,7,N,2026.09.02.,4,고용보험,,,1년 반 넘게 8시간 근무를 했고 퇴사전에 갑작스런 근무 변경으로 인하여 6시간 근무로 변경하게 되었습니다 2달동안 6시간 근무를 하고 퇴사를 했는데 실업급여가 6시간으로...,김정식 노무사(ckla****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494994971&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
410,실업구직급여 계산,9,N,2026.09.02.,4,고용보험,,,실업급여 하루66048원 180일 6개월지급일때 1차 8일값 528384원 2차 28일값 1849344원 3차 4차 5차 6차도 각 1849344원 받게되는건가요? 66048×28일 ×6개월하면 총...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494996017&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업구직급여
411,어머니가 실업급여 가능할까요?,16,N,2026.09.02.,4,고용보험,실업급여,,혹시 실업급여 신청이가능할까요 연세는 64세이십니다 그래서 안될꺼같아고 해서 실업급여 센터 가기전에 가능 여부만 알고싶어서요 안녕하세요....,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494996747&answerNo=4&qb=7Iuk7JeF6riJ7Jes,"어머니가, 가능할까요"
412,퇴직금이랑 실업급여 계산 부탁드립니다,20,N,2026.09.03.,4,고용보험,,,그리고 실업급여가 각각 얼마일까요? 계약 종료를 앞두고 퇴직금과 실업급여 계산 때문에 고민이 많으시겠어요. 정확한 금액은 회사의 취업규칙이나 세부 급여...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494998971&answerNo=4&qb=7Iuk7JeF6riJ7Jes,퇴직금이랑
413,실업급여 일급여,8,N,2026.09.02.,4,고용보험,,,하루급여보다 적게 알바하면 삭감이 안된다는글을봤는데.. 이게맞나요?? 예로 57000원 아래로 알바소득은 차감이 안된다?? 맞는지가 궁금합니다. 아니요 삭감됩니다.,가린샤(kimh****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494999855&answerNo=1&qb=7Iuk7JeF6riJ7Jes,일급여
414,실업급여 질문,7,N,2026.09.03.,4,고용보험,,,아니면 꼭 구직활동이여야만하는건가요 내일이 3차 실업인정... 3차 실업인정 때 꼭 입사지원 같은 구직활동을 해야 하는 것은 아닙니다. 일반수급자는 2~3차 실업인정 기간에는...,창고주인(nabe****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495001105&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
415,실업급여 궁금합니다,10,N,2026.09.03.,4,고용보험,,,저는 재계약 안하고 실업급여를받을수있나요? 하청에서일하던사람은 자동승계되었어요 원청과의 계약기간 만료 시점 기준으로 원청(사업주) 측에서 재계약을 제시했는지...,라이프노트(sdw8****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495002550&answerNo=4&qb=7Iuk7JeF6riJ7Jes,궁금합니다
416,실업급여 보험가입기간 질문,14,N,2026.09.03.,4,고용보험,,,실업급여의 180일은 단순 재직기간이 아니라 임금 지급의 기초가 된 피보험단위기간으로 계산합니다. 주 5일을 모두 근무하고 주휴일이 유급으로 발생한다면 근로일 5일에...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495014473&answerNo=2&qb=7Iuk7JeF6riJ7Jes,보험가입기간
417,실업급여 알바 시간,10,N,2026.09.03.,4,고용보험,,,실업급여 알바 시간 안내 질문자님 말씀처럼 실업급여는 보통 주 15시간 미만 월 60시간 미만 기준을 많이 봅니다 16시간처럼 조금 넘는다고 바로 큰일 나는 경우만 있는 건...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495015378&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
418,실업급여 문의,7,N,2026.08.26.,3,고용보험,"실업급여수급자격, 실업급여",,12월 18일 실업급여를 신청하고 다음날 마지막 투잡일을 하고 퇴사하려하는데 이거 부정수급인가요? 급여일은 둘다 22일에 받습니다. 8월 7일을 마지막으로 권고사직으로...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=459121614&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
419,실업 급여,5,N,2024.12.30.,3,고용안정,,,직장생활을하다 퇴직했는데 F5 영주권을가진 외국인도 실업급여를 받을수있나요 가능합니다.,우주공(jk****),https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=479737852&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
420,직원간 싸움으로 인한 퇴사. 실업급여,20,N,2026.08.29.,3,고용보험,"동영상답변, 지식iN동영상답변",,그럼 실업급여를 받을수 있게 권고사직을 써달라했는데 그리되면 회사 불이익 받는 부분이 있어 못해주고 그냥 참고 일 계속하라고만 합니다. 하지만 저로선 도저히 일을...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=483023545&answerNo=3&qb=7Iuk7JeF6riJ7Jes,"직원간, 싸움으로, 인한"
421,미국 실업급여,7,N,2025.09.14.,3,미국,,,미국도 실업급여 제도가 있어요? 미국 실업급여 없지 않나요,,https://kin.naver.com/qna/detail.naver?dirId=9020201&docId=488796727&answerNo=3&qb=7Iuk7JeF6riJ7Jes,미국
422,"실업급여,퇴직금",8,N,2025.11.29.,3,"고용, 고용복지","실업급여, 퇴직금",,알바도 받을수있나요 받을수있으면 기준이 뭔가요?,,https://kin.naver.com/qna/detail.naver?dirId=60804&docId=490479144&qb=7Iuk7JeF6riJ7Jes,
423,실업급여 수급자격,9,N,2025.12.12.,3,고용보험,"실업급여, 수급자격신청",,실업급여 수급자격신청이 되든안되든 접수는 가능한가요? 접수는 됩니다.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=490741856&answerNo=2&qb=7Iuk7JeF6riJ7Jes,수급자격
424,실업급여받을수있나요?,11,N,2026.01.13.,3,고용보험,,,1960년 2월생 인데 올해 실업급여 받을 수 있나요? 올해. 입사는 제외됩니다 65세 까지 입니다,산야로(hans****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=491330593&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여받을수있나요
425,건설일용직 실업급여,10,N,2026.01.14.,3,고용보험,,,일당이고 건설일용직은 매년마다 겨울마다 일수180일만채우면 실업급여 신청할수있나요? 있음,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=491340687&answerNo=1&qb=7Iuk7JeF6riJ7Jes,건설일용직
426,실업급여 끝나고 취업했는데 따로 신청해야,22,Y,2026.02.03.,3,고용보험,,,취업신고 따로 해야하나요? 끝나고 취업한 건 굳이 알려주지 않아도 됩니다.,중서문하성낭사(nang****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=491746352&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"끝나고, 취업했는데, 따로, 신청해야"
427,실업급여 2차날..,10,N,2026.03.02.,3,"연애, 결혼",,,내일이 실업급여 2차날인데 수첩만 가져가면 되나요? 방문 안하고 인터넷으로 해도 되지 않나요?,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=80101&docId=492265468&answerNo=1&qb=7Iuk7JeF6riJ7Jes,2차날
428,실업급여 온라인특강 이거 들어도 돼나요?,22,N,2026.03.04.,3,고용보험,,,산업씽씽 수강 들어도 돼나요 실업급여는 처음은 집합교육들어야해요,유담(youn****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492294594&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"온라인특강, 들어도, 돼나요"
429,실업급여일?,6,N,2026.03.10.,3,고용보험,,,인터넷으로 급여신청일 지방에서 핸드폰으로 해도 되나요? 국내 그 어디에서 실업인정 신청을 하는 것은 다 인정된다 하겠으니 안심하시기 바랍니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492402158&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
430,실업급여에 대하여,9,N,2026.03.11.,3,"취업 정책, 제도",,,이직확인서 신고 여부는 고용센터로 가야 신고완료 되나요???? 고용센터로 가보세요,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=40612&docId=492417672&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"실업급여에, 대하여"
431,"상용직2년 +대리운전,탁송기사 90일이상했는",24,Y,2026.08.21.,3,고용보험,"실업급여, 실업급여수급자격, 실업급여조건",,2023년초까지 실업급여받은이력있습니다 2023년 10월부터 2025년 10월까지 회사 상용직 4대보험으로 근무후 자진퇴사했고 11월부터 3월30일까지 총 90일이상 대리운전...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492730892&answerNo=3&qb=7Iuk7JeF6riJ7Jes,"상용직2년, 대리운전, 탁송기사, 90일이상했는"
432,실업급여 가능한가요?,11,N,2026.03.31.,3,고용보험,,,대학원을 가야해서 그만뒀는데 혹시 이것도 실업급여가 가능한가요? 자진퇴사이니 실업급여 불가합니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492742009&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
433,실업급여 4차,7,N,2026.05.04.,3,고용보험,,,"실업인정 4차는 방문으로 알고있는데 카톡으로 인터넷형이라고 방금 왔는데 이럼 안... 넵.!! 2차, 3차때와 마찬가지로 온라인으로 실업인정 신청을 하시면 됩니다.",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493248337&answerNo=3&qb=7Iuk7JeF6riJ7Jes,4차
434,실업급여계산이요,8,N,2026.05.19.,3,고용보험,,,실업급여 얼마나 나오게될까요? 정확한 금액은 나와봐야 알겠지만 최저금액은 28일기준 180만원 정도입니다.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493472721&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여계산이요
435,실업급여 질문이요,9,N,2026.05.28.,3,고용보험,,,실업급여 오늘 2차 인정일이라 다녀왓는데요 담당자가 아무말 없엇던거면 잘된거겠죠? ㅠㅠ 넵.!! 아무 문제 없습니다. 실업급여는 오늘 아니면 내일 오전 중으로 지급될...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493591535&answerNo=3&qb=7Iuk7JeF6riJ7Jes,질문이요
436,실업급여 1차,7,N,2026.06.05.,3,고용보험,,,1차 실업인정일 센터 방문 교육 가면 이것도 돈주나요? 1차는 센터 방문해서 교육후 서류작성후 인정받으면 8일치 실업급여가 지급됩니다. 요즘은 대부분 다음날 입금합니다~,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493706087&answerNo=1&qb=7Iuk7JeF6riJ7Jes,1차
437,실업급여4차,6,N,2026.06.09.,3,고용보험,,,이력서 제출해야하는데 이력서 넣기만했고 이력서 열람만 했다고 뜨고 면접보러오라는 말은 없는데 이것도 이력서 제출로 쳐주는건가요? 빨리답장부탁드려요 ㅠ 넵.!...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493759089&answerNo=3&qb=7Iuk7JeF6riJ7Jes,실업급여4차
438,실업급여 취업희망직종,11,N,2026.06.12.,3,고용보험,,,실업급여 신청서에 취업희망직종 몇번까지 바꿀수 있나요...아니면 직종변경은 상관없나요 희망지역 희망직종 등을 매번 수시로 바꾸는 것보다 추가로 설정하시는게...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493822587&answerNo=3&qb=7Iuk7JeF6riJ7Jes,취업희망직종
439,실업급여 받는중 며칠 일하였습니다.신고하,22,Y,2026.06.23.,3,고용보험,,,"실업급여 받는중 입사를했다가 일이 맞지않아 6일 일하고 그만두었습니다 이럴경우 실업급여 수첩에 근로제공,소득발생기록일지가 있던데 여기에 적어 신고하면 나머지는...",산야로(hans****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494002074&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"받는중, 며칠, 일하였습니다, 신고하"
440,실업급여 내년,7,N,2026.06.24.,3,고용보험,,,"실업급여는 최대 270일[9개월]까지만 지원됩니다. 질문상 내용으로,, 6개월만 근무면 비자발적 퇴사여도 피보험 단위기간이 180일에 미달되기 때문에 실업급여가...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494022382&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
441,실업급여 문의,7,N,2026.07.04.,3,고용보험,,,제가 3.3떼다가 일년뒤에 사대보험 들었는데 사대보험 든 시점으로 6개월일해야 실업급여 받을 수 있을까요? 얼마나 일했는데요,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494158944&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
442,실업급여 신청,7,N,2026.07.04.,3,고용보험,,,"지금 시청에서 단기근무증인 있는 30대여성인데요, 지금 실업급여 신청할려고 하는데 가능할까요?? 1 시청 일하는 곳에서 가능하면 실업급여를 신청하라고 안내를 해줬을...",친정오라버니(kkin****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494159403&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
443,실업급여 문의,7,N,2026.07.07.,3,고용보험,,,자진퇴사는 실업급여 못받고 그 이직 준비하거나 그러면은 실업급여 대상 되나요? 보통 비자발적 퇴사이거나 실업급여 조건에 해당되야 수급자격이 가능해요,푸른바다(pref****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494197582&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
444,실업급여 일수,7,N,2026.07.08.,3,고용보험,,,"주6일 9시간 3월1일부터 4대보험 적용 몇월 몇일해야 실업급여 받을수 있나요? 근로계약서상 주6일 근무면 08. 31까지, 실제 주6일 근무면 09. 30까지가 가 피보험...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494207535&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
445,실업급여 질문,7,N,2026.07.08.,3,고용보험,,,제가 24.8.5일에 입사했는데 25.8.5일까지하면 딱 2년이라 계약만료처리하면 실급 수급 가능한가요? 계약직은 계약만료후 사업주가 계약연장 불가 통보를 해야 대상이 됩니다,신천옹(cjro****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494210892&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
446,퇴사통보 실업급여,9,N,2026.08.27.,3,고용보험,"실업급여, 권고사직, 실업급여조건, 자진퇴사",,실업급여 처리가 가능한가요 제가 증거같은걸 입증 가능하다면 안녕하세요. 대전세종중기청 비즈니스지원단입니다. 문의주신 내용에 대하여 답변드립니다. 회사가 인정하지...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494217085&answerNo=3&qb=7Iuk7JeF6riJ7Jes,퇴사통보
447,실업급여 인정,7,N,2026.07.13.,3,고용보험,,,8년 일하고 25년 3월 30일쯤 퇴사했습니다 그리고 현재 6월부터 12월까지 주 6일 일하는 계약직으로 입사하였는데 실업급여를 만료가 되면 얼마나 탈 수 있나요? 앞에 8년...,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494286982&answerNo=1&qb=7Iuk7JeF6riJ7Jes,인정
448,실업급여 질문드려요,10,N,2026.07.15.,3,고용보험,,,5년 근무한 직장 아파서 그만두고 10개월 쉬다가 계약직 2개월 근무하고 계약만료되었는데 실업급여 신청 가능한가요? 가능하면 서류가 뭐가 필요할까요? 계약만료로 퇴사면...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494316648&answerNo=2&qb=7Iuk7JeF6riJ7Jes,질문드려요
